Date,Amount,Purpose,Campaign Name,Payee Name,cpf_payee_info_address,city_name,state_abbreviation,zip_code,Campaign Type,Race,District Number,,,,
1/22/2019,71.5,meal,Albus Brooks for City Council,Jack Rabbit Slim,2222 Bruce Randolph Avenue,Denver,CO,80205,Candidate,District Councilmember,Council District 8,,,,
1/22/2019,92.5,Sponsorship,Albus Brooks for City Council,Bill Pickett Invitation,4394 Billings St,Denver,CO,80239,Candidate,District Councilmember,Council District 8,,,,
1/22/2019,75.01,Event Transportation,Hancock for Denver,U-Haul Moving & Storage,2000 W. Lower Colfax Ave.,Denver,CO,80204,Candidate,Mayor,,,,,
1/22/2019,250,Contribution Refund,Hancock for Denver,Marcy Loughran,9092 Sunset Ridge Ct.,Highlands Ranch,CO,80126,Candidate,Mayor,,,,,
1/22/2019,2000,Campaign Management,Ortega at Large,Rachel Caine,800 Pearl St #1007,Denver,CO,80203,Candidate,Council-At-Large,,,,,
1/22/2019,19.99,Service Fee,Kayvan for Denver,Dropbox,333 Brannan St,San Francisco,CA,94107,Candidate,Mayor,,,,,
1/22/2019,12.71,Campaign meeting,Colleen 4 Denver,Einstein Bros,2730 S. Colorado Blvd.,Denver,CO,80222,Candidate,District Councilmember,Council District 4,,,,
1/22/2019,1000,Campaign consulting fee,Colleen 4 Denver,Meghan Brown,2901 S. Bellaire St.,Denver,CO,80222,Candidate,District Councilmember,Council District 4,,,,
1/22/2019,93.01,Office Supplies,Tony Pigford for Denver,Office Depot,616 E. Colfax Ave.,Denver,CO,80203,Candidate,Council-At-Large,,,,,
1/22/2019,78.23,Email,Tony Pigford for Denver,Mail Chimp,675 Ponce de Leon Ave NE Suite 5000,Atlanta,GA,30308,Candidate,Council-At-Large,,,,,
1/22/2019,53.2,Meeting,Denver Psilocybin Initiative,Los Chingones,2463 Larimer St.,Denver,CO,80205,Issue,,,,,,
1/22/2019,50.53,Printing,Denver Psilocybin Initiative,OfficeMax,5275 Wadsworth Bypass,Arvada,CO,80002,Issue,,,,,,
1/22/2019,8.64,Printing,Denver Psilocybin Initiative,OfficeMax,5275 Wadsworth Bypass,Arvada,CO,80002,Issue,,,,,,
1/22/2019,71.1,Printing,Denver Psilocybin Initiative,FedEx Office,5455 Wadsworth Bypass,Arvada,CO,80002,Issue,,,,,,
1/22/2019,12.98,Printing,Denver Psilocybin Initiative,FedEx Office,5455 Wadsworth Bypass,Arvada,CO,80002,Issue,,,,,,
1/22/2019,14.02,Transportation,Denver Psilocybin Initiative,Uber,n/a,Denver,CO,80003,Issue,,,,,,
1/22/2019,2,Transportation,Denver Psilocybin Initiative,Uber,n/a,Denver,CO,80003,Issue,,,,,,
1/22/2019,8.89,Transportation,Denver Psilocybin Initiative,Uber,n/a,Denver,CO,80003,Issue,,,,,,
1/22/2019,19.06,Transportation,Denver Psilocybin Initiative,Uber,n/a,Denver,CO,80003,Issue,,,,,,
1/22/2019,1318.75,Consulting Services, event food, copying,Denver Right to Survive Initiative Committee,Raffi Mercuri,1504 Chambers Drive,Boulder,CO,80305,Issue,,,,
1/22/2019,3000,Consulting services,Denver Right to Survive Initiative Committee,Hewitt Campaigns Inc,30 Elm Street,Ft. Loramie,OH,45845,Issue,,,,,,
1/22/2019,6.7,Postage,Denver Right to Survive Initiative Committee,US Postmaster,3330 S. Broadway,Englewood,CO,80113,Issue,,,,,,
1/22/2019,4.95,website,Mark For Council,WIX,PO box 40190,San Francisco,CA,94158,Candidate,District Councilmember,Council District 7,,,,
1/22/2019,850,Event Booking Fee,Shayla R Richard,Cleo Parker Robinson Dance Studio,119 Park Ave W,Denver,CO,80205,Candidate,District Councilmember,Council District 11,,,,
1/22/2019,1464.41,Signs,Committee for Veronica Barela Dist. 3,C & D Printing, 5351 Tennyson St #1c,Denver,CO,80212,Candidate,District Councilmember,Council District 3,,,,
1/22/2019,1400,Campaign marketing,Blair Taylor for Denver,Progressive Promotions Inc.,1410 Grant St.,Suite C-205,Denver,CO,80203,Candidate,District Councilmember,Council District 8,,,
1/22/2019,475,PARADE ENTRY,Tate for Mayor,DENVER ST. PATRICKS DAY ,PO BOX 9813,Denver,CO,80209,Candidate,Mayor,,,,,
1/22/2019,1750,CONSULTING,Tate for Mayor,DANIEL MORGAN-RUSSELL,925 S. WILLIAMS STREET,Denver,CO,80209,Candidate,Mayor,,,,,
1/22/2019,2500,SALARIES AND WAGES,Tate for Mayor,Morgan Watters,260 S Lafayette Street,Denver,CO,80209,Candidate,Mayor,,,,,
1/22/2019,71.23,ADVERTISING,Tate for Mayor,C&D PRINTING,5351 TENNYSON STREET,Denver,CO,80212,Candidate,Mayor,,,,,
1/22/2019,16.54,Event Expenses,Lisa For Denver Mayor ,King Soopers,4600 Leetsdale Dr,Denver,CO,80246,Candidate,Mayor,,,,,
1/22/2019,61.52,Event Expenses,Lisa For Denver Mayor ,Lamar's Donuts,2120 S Broadway,Denver,CO,80210,Candidate,Mayor,,,,,
1/22/2019,6500,Fundraising Expense,Jamie For Denver,L A Harris & Associates,100 Bleu Brook Drive,Harrodsburg,KY,40330,Candidate,Mayor,,,,,
1/22/2019,250,Media Expense,Jamie For Denver,Facebook,1 Hacker Way,Menlo Park,CA,94025,Candidate,Mayor,,,,,
1/22/2019,66.11,Supplies,Sabados For Denver,OfficeMax,14375 W Colfax Ave,Golden,CO,80401,Candidate,District Councilmember,Council District 1,,,,
4/19/2018,40,Data file,Denver Right to Survive Initiative Committee,Manager of Revenue,200 W. 2nd Ave,Denver,CO,80204,Issue,,,,,,
4/20/2015,100,Design Work,Ean Thomas Tafoya for Denver,Ineffable Music Group,829 27th Ave,Oakland,CA,94601,Candidate,District Councilmember,Council District 9,,,,
4/20/2017,25,Advertising,Albus Brooks for City Council,Twitter Online Ads,1355 Market St., Ste. 900,San Francisco,CA,94103,Candidate,District Councilmember,Council District 8,,,
4/20/2017,7.21,Constituent-Food & Beverage,Albus Brooks for City Council,Coffee at the Point,710 E 26th Ave,Denver,CO,80205,Candidate,District Councilmember,Council District 8,,,,
4/20/2017,16,Constituent-Food & Beverage,Albus Brooks for City Council,Epic Brewing ,3001 Walnut St,Denver,CO,80205,Candidate,District Councilmember,Council District 8,,,,
4/20/2017,750.59,Event Food & Beverage,Hancock for Denver,Fire Restaurant,1201 Broadway,Denver,CO,80203,Candidate,Mayor,,,,,
4/20/2018,450,Food for Community Event,Albus Brooks for City Council,Randall Borne,2217 Welton St.,Denver,CO,80205,Candidate,District Councilmember,Council District 8,,,,
4/20/2018,250,Campaign Audit,Albus Brooks for City Council,Chajito Montoya,PO Box 181268,Denver,CO,80218,Candidate,District Councilmember,Council District 8,,,,
4/20/2018,500,Event Food & Beverage,Hancock for Denver,Tea Lee's LLC,611 22nd St.,Denver,CO,80205,Candidate,Mayor,,,,,
4/20/2018,32.07,Office supplies,Perl for Denver,Office Depot,2730 S Colorado Blvd ,Denver,CO,80222,Candidate,Clerk & Recorder,,,,,
4/20/2018,35,stamps,Perl for Denver,US Postal Service,8700 E Jefferson Ave ,Denver,CO,80237,Candidate,Clerk & Recorder,,,,,
4/20/2018,100,Dropbox welding,Denver Right to Survive Initiative Committee,Select Welding,1880 W. Baker Ave,Englewood,CO,80110,Issue,,,,,,
4/21/2015,50.3,Facebook ads,Ean Thomas Tafoya for Denver,Facebook, Inc,1601 Willow Road,Menlo Park,CA,94025,Candidate,District Councilmember,Council District 9,,,
4/22/2016,8.01,printed materials,Committee for Responsible Use Denver,FedEx Office,3545 Quebec St,Denver,CO,80207,Issue,,,,,,
4/22/2018,250,Event Tickets,Kniech for Council At-Large,GLBT Community Center of Colorado,1301 E Colfax Ave,Denver,CO,80218,Candidate,Council-At-Large,,,,,
4/23/2017,126.03,Food and Beverage,Albus Brooks for City Council,The Strand House ,117 Manhattan Beach Blvd.,Manhattan Beach,CA,90266,Candidate,District Councilmember,Council District 8,,,,
4/23/2017,9,Travel,Albus Brooks for City Council,Hyatt Concourse,6225 W. Century Blvd.,Los Angeles,CA,90045,Candidate,District Councilmember,Council District 8,,,,
4/23/2017,22.32,Travel,Albus Brooks for City Council,Hyatt Concourse,6225 W. Century Blvd.,Los Angeles,CA,90045,Candidate,District Councilmember,Council District 8,,,,
4/23/2018,165.43,Food & Beverage,Albus Brooks for City Council,Ocean Prime,1465 Larimer St,Denver,CO,80202,Candidate,District Councilmember,Council District 8,,,,
4/23/2018,100,Graphic Design Work,Kayvan for Denver,Julibee LLC,2733 Hazel Ct,Denver,CO,80211,Candidate,Mayor,,,,,
4/23/2018,525,Payment for event work,Kayvan for Denver,Ruthisha Johnson,PO Box 181974,Denver,CO,80218,Candidate,Mayor,,,,,
4/23/2018,898,Service Fee,Kayvan for Denver,Organizer,1118 Howard St #3,San Francisco,CA,94103,Candidate,Mayor,,,,,
4/23/2018,29.88,Campaign Material,Raymond 4 City Council,Amazon,410 Terry Ave North,Seattle,WA,98109,Candidate,District Councilmember,Council District 3,,,,
4/24/2017,25.06,Constituent-Food & Beverage,Albus Brooks for City Council,Dunbar Kitchen,2844 Welton St,Denver,CO,80205,Candidate,District Councilmember,Council District 8,,,,
4/24/2017,7.09,Banner Supplies,Denver Green Roof Initiative,Ace Hardware,3758 Osage St,Denver,CO,80211,Issue,,,,,,
4/24/2017,55.06,Printing,Denver Green Roof Initiative,Fedex Office,5455 Wadsworth Bypass,Arvada,CO,80002,Issue,,,,,,
4/24/2018,1900,Refund of Contribution,Hancock for Denver,Bennie Milliner,20541 E. 48th Pl.,Denver,CO,80249,Candidate,Mayor,,,,,
4/24/2018,36.36,Checks,Wayne New for City Council,Wells Fargo Bank,P.O. Box 5247,Denver,CO,80274,Candidate,District Councilmember,Council District 10,,,,
4/24/2018,133.65,Legal services fee,Kayvan for Denver,Fisher Phillips,1801 California St. Suite 2700,Denver,CO,80202,Candidate,Mayor,,,,,
4/24/2018,110.64,Food for campaign event,Kayvan for Denver,Melita's Greek Café & Market,1035 Lincoln St,Denver,CO,80203,Candidate,Mayor,,,,,
4/24/2018,2,Parking meter,Perl for Denver,Denver Public Works,201 W Colfax Ave Dept 608 ,Denver,CO,80202,Candidate,Clerk & Recorder,,,,,
4/25/2015,31.55,Tape and Yard Stakes ,Ean Thomas Tafoya for Denver,Home Depot,500 S Santa Fe Dr,Denver,CO,80202,Candidate,District Councilmember,Council District 9,,,,
4/25/2016,100,Donation,MacKenzie for Council,Friends for Chris Herndon,PO Box 390807,Denver,CO,80239,Candidate,District Councilmember,Council District 1,,,,
4/25/2017,10,Secretary of State Annual Fee,Albus Brooks for City Council,SOS Registration,1700 Broadway Ste. 200,Denver,CO,80290,Candidate,District Councilmember,Council District 8,,,,
4/25/2018,500,Campaign Expenses,Albus Brooks for City Council,Chase Credit Card Epay Mobile,270 Park Avenue,New York,NY,10017,Candidate,District Councilmember,Council District 8,,,,
4/25/2018,61.84,Constituent - Food & Beverage,Albus Brooks for City Council,Los Chingones,2463 Larimer St,Denver,CO,80205,Candidate,District Councilmember,Council District 8,,,,
4/25/2018,5064,Service Fee,Kayvan for Denver,Trail Blazer,620 Mendelssohn Ave N, Suite 186,Golden Valley,MN,55427,Candidate,Mayor,,,,
4/26/2017,69.56,Flowers for Constituent,Albus Brooks for City Council,Forever Yours Floral,2035 East 18th Avenue #9,Denver,CO,80206,Candidate,District Councilmember,Council District 8,,,,
4/26/2017,5.56,Constituent-Food & Beverage,Albus Brooks for City Council,Whittier Café ,1710 E. 25th Ave.,Denver,CO,80205,Candidate,District Councilmember,Council District 8,,,,
1/24/2019,800,DATABASE ACCESS,Tate for Mayor,COLORADO DEMOCRATIC PARTY,789 SHERMAN STREET ,Denver,CO,80203,Candidate,Mayor,,,,,
1/24/2019,124.23,Credit Card Fees,Lisa For Denver Mayor ,ActBlue,366 Summer Street,Somerville,MA,2140,Candidate,Mayor,,,,,
1/24/2019,7.14,Office Supplies,Lisa For Denver Mayor ,Amazon,410 Terry Ave. North,Seattle,WA,98109,Candidate,Mayor,,,,,
1/24/2019,40,Robo Calls,Jamie For Denver,Mobile Broadcast,7 Faneuil Hall,Boston,MA,2109,Candidate,Mayor,,,,,
1/24/2019,112.92,Office Supplies,Jamie For Denver,Staples,870 S Colorado Blvd,Glendale,CO,80246,Candidate,Mayor,,,,,
1/24/2019,0.75,Fees,Sabados For Denver,ActBlue,PO Box 441146,Somerville,MA,2144,Candidate,District Councilmember,Council District 1,,,,
1/24/2019,226.26,ADVERTISING,Somma for Denver District 1,C&D PRINTING,5351 TENNYSON STREET, #1C,Denver,CO,80212,Candidate,District Councilmember,Council District 1,,,
1/24/2019,166.26,Envelopes,Jonathan P. Woodley for Denver,Three Leaves Printing,16745 Cagan Crossings Blvd #102-91,Orlando,FL,34714,Candidate,District Councilmember,Council District 9,,,,
1/25/2018,67.39,Constituent - Food & Beverage,Albus Brooks for City Council,The Preservery,3040 Blake St,Denver,CO,80205,Candidate,District Councilmember,Council District 8,,,,
1/25/2018,257.25,Website,Jolon Clark for Denver,GoDaddy.com,14456 N Hayden Rd Ste 226,Scottsdale,AZ,85261,Candidate,District Councilmember,Council District 7,,,,
1/25/2018,287.64,Website,Jolon Clark for Denver,GoDaddy.com,14456 N Hayden Rd Ste 226,Scottsdale,AZ,85261,Candidate,District Councilmember,Council District 7,,,,
1/25/2019,231.58,Cell Phones,Hancock for Denver,Metro by T-Mobile,5144 W. Dartmouth Ave.,Denver,CO,80236,Candidate,Mayor,,,,,
1/25/2019,400,Health Insurance,Hancock for Denver,Danny Glover,1436 Tremont Pl.,Denver,CO,80202,Candidate,Mayor,,,,,
1/25/2019,1460.73,Event Food & Beverage,Hancock for Denver,Geppetto Catering,4504 Queensbury Rd.,Riverdale,MD,20737,Candidate,Mayor,,,,,
1/25/2019,110,Credit Card Processing Fees,Hancock for Denver,Square,1455 Market St. Suite 600,San Francisco,CA,94103,Candidate,Mayor,,,,,
1/25/2019,12.91,Event Supplies,Kniech for Council At-Large,Safeway,560 Corona St,Denver,CO,80218,Candidate,Council-At-Large,,,,,
1/25/2019,190.72,Campaign Ad,Wayne New for City Council,Sunset Printing, LLC,2253 West College Ave,Englewood,CO,80110,Candidate,District Councilmember,Council District 10,,,
1/25/2019,2678.67,Door Hangers,Wayne New for City Council,Sunset Printing, LLC,2253 West College Ave,Englewood,CO,80110,Candidate,District Councilmember,Council District 10,,,
1/25/2019,2,Meter parking-downtown event,Colleen 4 Denver,City of Denver,14th Larimer St,Denver,CO,80202,Candidate,District Councilmember,Council District 4,,,,
1/25/2019,987.9,cards and envelopes printing,Perl for Denver,C&D Printing, Inc,5351 Tennyson St Unit 1C ,Denver,CO,80212,Candidate,Clerk & Recorder,,,,
1/25/2019,8,Social Media Ads,Perl for Denver,Facebook,1 Hacker Way ,Menlo Park,CA,94025,Candidate,Clerk & Recorder,,,,,
1/25/2019,119.55,Branding Materials,Denver Psilocybin Initiative,Target,7899 Wadsworth Blvd,Arvada,CO,80003,Issue,,,,,,
1/25/2019,95,RECURRING PAYMENT AUTHORIZED ON 01/23 EIG*CONSTANTCONTAC 855-2295506 MA S469024287751725 CARD 5214,Committee for Veronica Barela Dist. 3,Constant Contact,3675 Precision Dr,Loveland,CO,80538,Candidate,District Councilmember,Council District 3,,,,
1/25/2019,98,Mailbox,LaMone 4 Denver 8,US Postal Service,3355 Hudson St,Denver,CO,80207,Candidate,District Councilmember,Council District 8,,,,
1/25/2019,210,Marketing/campaign ads,Blair Taylor for Denver,Greater Park Hill Newspaper,2823 Fairfax St,Denver,CO,80207,Candidate,District Councilmember,Council District 8,,,,
1/25/2019,500,Digital Ads,$15 for DIA,Google LLC,1600 Amphitheatre Pkwy,Mountain View,CA,94043,Issue,,,,,,
1/25/2019,2.36,Campaign Meeting,Friends of Patrick Thibault,Starbuck's,5901 E Colfax Ave,Denver,CO,80220,Candidate,District Councilmember,Council District 8,,,,
1/25/2019,146.09,Social Media Reimbursement,Lisa For Denver Mayor ,Ashley Wheeland,1673 S. Trenton Street,Denver,CO,80231,Candidate,Mayor,,,,,
1/25/2019,1.25,Travel Expenses,Lisa For Denver Mayor ,Denver Public Works,2000 W 3rd Ave,Denver,CO,80223,Candidate,Mayor,,,,,
1/25/2019,500,Photography,Lisa For Denver Mayor ,Megan Reul,2443 W Caithness Pl,Denver,CO,80211,Candidate,Mayor,,,,,
1/25/2019,20,Office Supplies,Lisa For Denver Mayor ,Office Depot,616 E Colfax Ave,Denver,CO,80203,Candidate,Mayor,,,,,
1/25/2019,15.64,Compliance,Lisa For Denver Mayor ,Intuit,2800 E. Commerce Center Place,Tucson,AZ,85706,Candidate,Mayor,,,,,
1/25/2019,66.64,Credit Card Services/Fundraising,Jamie For Denver,Square, Inc,500 Enterprise Dr Suite 5000,Flower Mound,TX,75028,Candidate,Mayor,,,,
1/25/2019,1700.1,Supplies,Sabados For Denver,C&D Printing, Inc,5351 Tennyson St. Unit 1-C,Denver,CO,80212,Candidate,District Councilmember,Council District 1,,,
1/25/2019,2.25,Fees,Sabados For Denver,ActBlue,PO Box 441146,Somerville,MA,2144,Candidate,District Councilmember,Council District 1,,,,
1/25/2019,39.5,WP Form Plug-in,Amanda Sandoval for Council ,WPFORMS LLC,7732 Maywood Crest Dr,West Palm Beach,FL,33412,Candidate,District Councilmember,Council District 1,,,,
1/25/2019,175.85,remittance envelopes,Sabrina for NW Denver,Yellow Dog Printing & Graphics,490 S Santa Fe Dr. Unit A,Denver,CO,80223,Candidate,District Councilmember,Council District 1,,,,
1/25/2019,145.68,campaign banner,Sabrina for NW Denver,Yellow Dog Printing & Graphics,490 S Santa Fe Dr. Unit A,Denver,CO,80223,Candidate,District Councilmember,Council District 1,,,,
1/26/2017,60.01,Constituent-Food & Beverage,Albus Brooks for City Council,Epic Brewing ,3001 Walnut St,Denver,CO,80205,Candidate,District Councilmember,Council District 8,,,,
1/26/2017,480.94,Event Food & Beverage,Hancock for Denver,Fire Restaurant,1201 Broadway,Denver,CO,80203,Candidate,Mayor,,,,,
2/13/2019,16.43,transportation,Sawyer for Denver City Council,Lyft,2300 26th St,San Francisco,CA,94107,Candidate,District Councilmember,Council District 5,,,,
2/13/2019,16.83,transportation,Sawyer for Denver City Council,Lyft,2300 26th St,San Francisco,CA,94107,Candidate,District Councilmember,Council District 5,,,,
2/13/2019,3625,Campaign advisor,Sawyer for Denver City Council,Engage Strategies,1312 17th St ,Denver,CO,80202,Candidate,District Councilmember,Council District 5,,,,
2/13/2019,12,bank fee,$15 for DIA,FirstBank,1617 East Colfax Avenue,Denver,CO,80222,Issue,,,,,,
2/13/2019,263.68,Facebook Ads,$15 for DIA,Facebook, Inc,1601 Willow Road,Menlo Park,CA,94025,Issue,,,,,
2/13/2019,39.13,Food/Beverage,Lopez for Denver,Cap City Tavern,1247 Bannock St,Denver,CO,80204,Candidate,Clerk & Recorder,,,,,
2/13/2019,110,Postage,Lisa For Denver Mayor ,USPS,951 20th St,Denver,CO,80202,Candidate,Mayor,,,,,
2/13/2019,1225,Postage,Jamie For Denver,United States Postal Service,225 S BROADWAY ,Denver,CO,80209,Candidate,Mayor,,,,,
2/13/2019,90.96,Supplies,Jamie For Denver,Office Max/Office Depot,343 S Broadway,Denver,CO,80209,Candidate,Mayor,,,,,
2/13/2019,4.5,Fees,Sabados For Denver,ActBlue,PO Box 441146,Somerville,MA,2144,Candidate,District Councilmember,Council District 1,,,,
2/13/2019,220.09,Posters and Design Fees,Sabrina for NW Denver,Yellow Dog Printing & Graphics,490 S Santa Fe Dr. Unit A,Denver,CO,80223,Candidate,District Councilmember,Council District 1,,,,
2/13/2019,400,Graphic Design,Scott 4 Denver,Sergio Caccacus,3239 Vallejo St,Denver,CO,80211,Candidate,District Councilmember,Council District 1,,,,
2/13/2019,15.38,Printing,Scott 4 Denver,National Teleprinting Inc,1420 Blake St,Denver,CO,80202,Candidate,District Councilmember,Council District 1,,,,
2/13/2019,8.85,ride,McCarthy for Denver Clerk,Lyft,185 Berry St #5000,,San Francisco,CA,94107,Candidate,,,,,
2/14/2018,29,Fundraising Software,Ortega at Large,NationBuilder,520 S Grand Ave,Los Angeles,CA,90071,Candidate,Council-At-Large,,,,,
2/14/2018,162.5,bank fees,O'Brien for Auditor,Mid First Bank,101 Cook Street,Denver,CO,80206,Candidate,Auditor,,,,,
2/14/2019,3514,Web Site Design,Hancock for Denver,Anne Pogoriler,3137 Josephine St.,Denver,CO,80205,Candidate,Mayor,,,,,
2/14/2019,1000,Contribution Refund,Hancock for Denver,Tributary Real Estate LLC,1416 Larimer St. #203,Denver,CO,80202,Candidate,Mayor,,,,,
